501,0001101000010100
6,0000010111011100
7,0000000111110100
502,1000010010000111
503,1000010001000110
504,1100010000000000
505,1100100000000001
506,0000100001000000
507,1000100001001010
508,0000010100001010
509,0001100100000001
510,0000100100001010
511,1000010001001010
512,0011101010000100
513,1100010000000000
514,0000100001000000
515,1100100000000001
516,0000110001000000
517,0000100000001010
518,1000010011001010
519,1000010001000110
520,1000100010001010
521,0000010100001010
522,0001100100011010
523,0000100100001010
524,1000010010001010
525,0001101000010100
526,0000010101000000
527,0001010111000000
528,0011110110000110
529,0000100100001010
530,0001010100001010
531,0001010100001010
532,0000100101010101
533,1000100001001010
534,0000010100001010
535,0001100100000001
536,0000100100001010
537,1000010001001010
538,0011101010000000
539,1000100010001010
540,0000010100001010
541,0001100100011001
542,0000100100001010
543,1000010010001010
544,1000100001001010
545,0000010100001010
546,0001100100000001
547,0000100100001010
548,1000010001001010
549,1000010011001010
550,0001101000010100
551,0000010101000000
552,0001010111000000
553,1000100001001010
554,0011110110000101
555,1000010011001010
556,0000010100001010
557,0001100100000001
558,0000100100001010
559,1000010001001010
560,0011101010000000
561,0000110111000000
562,0001110100010101
563,0000100100001010
564,1000010001001010
565,0000010101000000
566,1100100100000001
